feature_1,feature_2,n,spearman_rho,abs_rho,p_value,strength,direction
chunk_hallu_score,seq_len,20,0.06165413533834586,0.06165413533834586,0.7962393511384775,weak,+
total_response_tokens,att_avg_entropy,20,0.058668676582209284,0.058668676582209284,0.805921199530101,weak,+
hallu_score,hallucination_score,20,0.05714285714285714,0.05714285714285714,0.8108800461568323,weak,+
hallu_score,chunk_hallu_score,20,-0.05714285714285714,0.05714285714285714,0.8108800461568323,weak,-
total_response_tokens,distractor_attention_max,20,0.052651376419931416,0.052651376419931416,0.8255168082679823,weak,+
hallucination_score,dist_len,20,-0.052651376419931416,0.052651376419931416,0.8255168082679823,weak,-
chunk_hallu_score,dist_len,20,0.052651376419931416,0.052651376419931416,0.8255168082679823,weak,+
evid_overlap_ngram,interference_token_hits,20,-0.04402348370995344,0.04402348370995344,0.8537853902078723,weak,-
evid_overlap_ngram,total_response_tokens,20,-0.007199883462552423,0.007199883462552423,0.9759667241022314,weak,-
interference_score_lexical_wrt_distractors,seq_len,20,0.006015037593984962,0.006015037593984962,0.9799209119891911,weak,+
interference_score_lexical_wrt_distractors,dist_len,20,0.0037608126014236727,0.0037608126014236727,0.9874451117594092,weak,+
